"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 20 14:47:16 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","3405","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComEmailInvalido","CT001.2 - Tentativa de logar usuário com e-mail inválido",""
"passed","Thu Feb 20 14:47:16 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","3408","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testTentarBuscarUsuarioComIdInvalido","CT003.2 - Tentativa de buscar usuário por ID inválido",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","152","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComCamposVazios","CT001.3 - Tentativa de logar usuário sem preencher campos",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","323","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testDeveDeletarUsuarioComSucesso","CT006 - Validar deletar usuário",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","184","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testDeveLogarComSucesso","CT001 - Validar logar usuário",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","473","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioSemInformarDados","CT005.4 - Tentativa de atualizar usuário sem informar dados",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","138","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComEmailJaCadastrado","CT002.3 - Tentativa de cadastro de usuário com e-mail em uso",""
"passed","Thu Feb 20 14:46:25 GMT 2025","Thu Feb 20 14:46:28 GMT 2025","3662","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testBuscarUsuarioPorIdComSucesso","CT003 - Validar buscar usuário por ID",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","307","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testDeveCadastrarUsuarioComSucesso","CT002 - Validar cadastro de usuário",""
"passed","Thu Feb 20 14:46:50 GMT 2025","Thu Feb 20 14:46:55 GMT 2025","4550","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testSchemaDeveAtualizarUsuarioComSucesso","CT005.1 - Validar contrato de atualizar usuário",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","198","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComCamposVazios","CT002.2 - Tentativa de cadastro de usuário com campos vazios",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","157","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioComIdInvalido","CT006.2 - Tentativa de deletar usuário com ID inválido",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:21 GMT 2025","463","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso","CT005 - Validar atualizar usuário",""
"passed","Thu Feb 20 14:46:54 GMT 2025","Thu Feb 20 14:46:55 GMT 2025","459","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testSchemaDeveCadastrarUsuarioComSucesso","CT002.1 - Validar contrato de cadastro de usuário",""
"passed","Thu Feb 20 14:47:16 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","3708","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioComEmailJaUtilizadoPorOutroUsuario","CT005.3 - Tentativa de atualizar usuário com e-mail em uso",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:21 GMT 2025","263","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarUsuariosPorNomeComSucesso","CT004.2 - Validar listar usuário por nome",""
"passed","Thu Feb 20 14:46:50 GMT 2025","Thu Feb 20 14:46:55 GMT 2025","4441","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testSchemaDeveDeletarUsuarioComSucesso","CT006.1 - Validar contrato de deletar usuário",""
"passed","Thu Feb 20 14:47:16 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","3437","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioSemPreencherCampoId","CT006.3 - Tentativa de deletar usuário sem preencher campo ID",""
"passed","Thu Feb 20 14:46:52 GMT 2025","Thu Feb 20 14:46:54 GMT 2025","2079","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testSchemaDeveListarTodosUsuariosComSucesso","CT004.1 - Validar contrato de listar usuário",""
"passed","Thu Feb 20 14:46:50 GMT 2025","Thu Feb 20 14:46:54 GMT 2025","3840","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testSchemaDeveLogarComSucesso","CT001.1 - Validar contrato de logar usuário",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:21 GMT 2025","291","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComIdNaoCadastrado","CT005.2 - Validar atualizar usuário com ID não cadastrado",""
"passed","Thu Feb 20 14:47:20 GMT 2025","Thu Feb 20 14:47:21 GMT 2025","1232","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarTodosUsuariosComSucesso","CT004 - Validar listar usuário",""
"passed","Thu Feb 20 14:47:18 GMT 2025","Thu Feb 20 14:47:20 GMT 2025","1986","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testTentarListarUsuariosComCampoNomeInvalido","CT004.3 - Tentativa de listar usuário com nome inválido",""
"passed","Thu Feb 20 14:46:50 GMT 2025","Thu Feb 20 14:46:55 GMT 2025","4439","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testSchemaBuscarUsuarioPorIdComSucesso","CT003.1 - Validar buscar usuário por ID",""
